week,date,winner,loser,point_diff,year
12,2019-11-09,Ohio St,Maryland,59,2019
12,2019-11-09,Oklahoma,Iowa St,1,2019
12,2019-11-09,Purdue,Northwestern,2,2019
12,2019-11-09,USC,Arizona St,5,2019
12,2019-11-09,SMU,E Carolina,8,2019
12,2019-11-09,Southern Miss,UAB,35,2019
12,2019-11-09,Tennessee,Kentucky,4,2019
12,2019-11-09,Texas,Kansas St,3,2019
12,2019-11-09,Texas St,S Alabama,2,2019
12,2019-11-09,Texas Tech,West Virginia,21,2019
12,2019-11-09,UTSA,Old Dominion,1,2019
12,2019-11-09,Troy,Georgia So,21,2019
12,2019-11-09,Utah St,Fresno St,2,2019
12,2019-11-09,Virginia,Georgia Tech,5,2019
12,2019-11-09,Virginia Tech,Wake Forest,19,2019
12,2019-11-09,W Kentucky,Arkansas,26,2019
12,2019-11-09,Wisconsin,Iowa,2,2019
13,2019-11-12,E Michigan,Akron,28,2019
13,2019-11-12,W Michigan,Ohio,3,2019
13,2019-11-13,Miami OH,Bowling Green,41,2019
13,2019-11-13,N Illinois,Toledo,3,2019
13,2019-11-14,Kent St,Buffalo,3,2019
13,2019-11-14,Pittsburgh,North Carolina,7,2019
13,2019-11-15,Marshall,Louisiana Tech,21,2019
13,2019-11-15,Marshall,Louisiana Tech,21,2019
13,2019-11-15,San Diego St,Fresno St,10,2019
13,2019-11-16,Air Force,Colorado St,17,2019
13,2019-11-16,Alabama,Mississippi St,31,2019
13,2019-11-16,UAB,UTEP,27,2019
13,2019-11-16,App State,Georgia St,29,2019
13,2019-11-16,Arkansas St,Coastal Car,1,2019
13,2019-11-16,Army,Virginia Military Institute,41,2019
13,2019-11-16,Boise St,New Mexico,33,2019
13,2019-11-16,BYU,Idaho State,32,2019
13,2019-11-16,C Michigan,Ball St,1,2019
13,2019-11-16,Cincinnati,S Florida,3,2019
13,2019-11-16,Clemson,Wake Forest,49,2019
13,2019-11-16,Florida,Missouri,17,2019
13,2019-11-16,Florida St,Alabama State,37,2019
13,2019-11-16,Georgia,Auburn,7,2019
13,2019-11-16,Georgia So,UL Monroe,22,2019
13,2019-11-16,Hawai'i,UNLV,14,2019
13,2019-11-16,Iowa,Minnesota,4,2019
13,2019-11-16,Iowa St,Texas,2,2019
13,2019-11-16,Kentucky,Vanderbilt,24,2019
13,2019-11-16,Louisiana,S Alabama,10,2019
13,2019-11-16,LSU,Mississippi,21,2019
13,2019-11-16,Louisville,NC State,14,2019
13,2019-11-16,Memphis,Houston,18,2019
13,2019-11-16,Michigan,Michigan St,34,2019
13,2019-11-16,New Mexico St,Incarnate Word,13,2019
13,2019-11-16,Northwestern,UMass,39,2019
13,2019-11-16,Notre Dame,Navy,32,2019
13,2019-11-16,Ohio St,Rutgers,35,2019
13,2019-11-16,Oklahoma,Baylor,3,2019
13,2019-11-16,Oklahoma St,Kansas,18,2019
13,2019-11-16,Oregon,Arizona,28,2019
13,2019-11-16,Oregon St,Arizona St,1,2019
13,2019-11-16,Penn St,Indiana,7,2019
13,2019-11-16,Rice,Middle Tenn,3,2019
13,2019-11-16,USC,California,24,2019
13,2019-11-16,Southern Miss,UTSA,19,2019
13,2019-11-16,Syracuse,Duke,43,2019
13,2019-11-16,Temple,Tulane,8,2019
13,2019-11-16,Texas A&M,South Carolina,24,2019
13,2019-11-16,TCU,Texas Tech,2,2019
13,2019-11-16,Troy,Texas St,36,2019
13,2019-11-16,Utah,UCLA,46,2019
13,2019-11-16,Utah St,Wyoming,5,2019
13,2019-11-16,Virginia Tech,Georgia Tech,45,2019
13,2019-11-16,Washington St,Stanford,27,2019
13,2019-11-16,West Virginia,Kansas St,4,2019
13,2019-11-16,Wisconsin,Nebraska,16,2019
14,2019-11-19,E Michigan,N Illinois,28,2019
14,2019-11-19,Ohio,Bowling Green,42,2019
14,2019-11-20,Buffalo,Toledo,19,2019
14,2019-11-20,Miami OH,Akron,3,2019
14,2019-11-21,Georgia Tech,NC State,2,2019
14,2019-11-22,Wyoming,Colorado St,10,2019
14,2019-11-23,Air Force,New Mexico,22,2019
14,2019-11-23,Alabama,Western Carolina,63,2019
14,2019-11-23,UAB,Louisiana Tech,6,2019
14,2019-11-23,App State,Texas St,22,2019
14,2019-11-23,Arizona St,Oregon,3,2019
14,2019-11-23,Arkansas St,Georgia So,5,2019
14,2019-11-23,Auburn,Samford,52,2019
14,2019-11-23,Baylor,Texas,14,2019
14,2019-11-23,Boise St,Utah St,35,2019
14,2019-11-23,BYU,UMass,32,2019
14,2019-11-23,California,Stanford,4,2019
14,2019-11-23,UCF,Tulane,3,2019
14,2019-11-23,Charlotte,Marshall,11,2019
14,2019-11-23,Cincinnati,Temple,2,2019
14,2019-11-23,Colorado,Washington,6,2019
14,2019-11-23,E Carolina,UConn,7,2019
14,2019-11-23,Florida Atlantic,UTSA,14,2019
14,2019-11-23,Florida Intl,Miami,6,2019
14,2019-11-23,Georgia,Texas A&M,6,2019
14,2019-11-23,Georgia St,S Alabama,13,2019
14,2019-11-23,Hawai'i,San Diego St,3,2019
14,2019-11-23,Houston,Tulsa,10,2019
14,2019-11-23,Iowa,Illinois,9,2019
14,2019-11-23,Iowa St,Kansas,10,2019
14,2019-11-23,Kansas St,Texas Tech,3,2019
14,2019-11-23,Kent St,Ball St,3,2019
14,2019-11-23,Kentucky,Tennessee-Martin,43,2019
14,2019-11-23,Louisiana,Troy,50,2019
14,2019-11-23,LSU,Arkansas,36,2019
14,2019-11-23,UL Monroe,Coastal Car,3,2019
14,2019-11-23,Louisville,Syracuse,22,2019
14,2019-11-23,Memphis,S Florida,39,2019
14,2019-11-23,Michigan,Indiana,25,2019
14,2019-11-23,Michigan St,Rutgers,27,2019
14,2019-11-23,Middle Tenn,Old Dominion,21,2019
14,2019-11-23,Minnesota,Northwestern,16,2019
14,2019-11-23,Mississippi St,Abilene Christian,38,2019
14,2019-11-23,Navy,SMU,7,2019
14,2019-11-23,Nebraska,Maryland,47,2019
14,2019-11-23,Nevada,Fresno St,7,2019
14,2019-11-23,UNLV,San Jose St,3,2019
14,2019-11-23,New Mexico St,UTEP,9,2019
14,2019-11-23,North Carolina,Mercer,49,2019
14,2019-11-23,Notre Dame,Boston College,33,2019
14,2019-11-23,Ohio St,Penn St,11,2019
14,2019-11-23,Oklahoma,TCU,4,2019
14,2019-11-23,Oklahoma St,West Virginia,7,2019
14,2019-11-23,Rice,N Texas,6,2019
14,2019-11-23,USC,UCLA,17,2019
14,2019-11-23,Tennessee,Missouri,4,2019
14,2019-11-23,Utah,Arizona,28,2019
14,2019-11-23,Vanderbilt,East Tennessee State,38,2019
14,2019-11-23,Virginia,Liberty,28,2019
14,2019-11-23,Virginia Tech,Pittsburgh,28,2019
14,2019-11-23,Wake Forest,Duke,12,2019
14,2019-11-23,Washington St,Oregon St,1,2019
14,2019-11-23,W Kentucky,Southern Miss,18,2019
14,2019-11-23,Wisconsin,Purdue,21,2019
15,2019-11-26,N Illinois,W Michigan,3,2019
15,2019-11-26,Ohio,Akron,49,2019
15,2019-11-28,Mississippi St,Mississippi,1,2019
15,2019-11-29,App State,Troy,35,2019
15,2019-11-29,App State,Troy,35,2019
15,2019-11-29,Ball St,Miami OH,14,2019
15,2019-11-29,Boise St,Colorado St,7,2019
15,2019-11-29,Buffalo,Bowling Green,42,2019
15,2019-11-29,UCF,S Florida,27,2019
15,2019-11-29,C Michigan,Toledo,42,2019
15,2019-11-29,Iowa,Nebraska,3,2019
15,2019-11-29,Kent St,E Michigan,8,2019
15,2019-11-29,Memphis,Cincinnati,10,2019
15,2019-11-29,Missouri,Arkansas,10,2019
15,2019-11-29,Missouri,Arkansas,10,2019
15,2019-11-29,S Alabama,Arkansas St,4,2019
15,2019-11-29,S Alabama,Arkansas St,4,2019
15,2019-11-29,Texas,Texas Tech,25,2019
15,2019-11-29,Virginia,Virginia Tech,9,2019
15,2019-11-29,Washington,Washington St,18,2019
15,2019-11-29,West Virginia,TCU,3,2019
15,2019-11-30,Air Force,Wyoming,14,2019
15,2019-11-30,UAB,N Texas,5,2019
15,2019-11-30,Arizona St,Arizona,10,2019
15,2019-11-30,Arizona St,Arizona,10,2019
15,2019-11-30,Auburn,Alabama,3,2019
15,2019-11-30,Baylor,Kansas,55,2019
15,2019-11-30,Boston College,Pittsburgh,7,2019
15,2019-11-30,California,UCLA,10,2019
15,2019-11-30,Charlotte,Old Dominion,16,2019
15,2019-11-30,Clemson,South Carolina,35,2019
15,2019-11-30,Coastal Car,Texas St,3,2019
15,2019-11-30,Duke,Miami,10,2019
15,2019-11-30,Florida,Florida St,23,2019
15,2019-11-30,Florida Atlantic,Southern Miss,17,2019
15,2019-11-30,Georgia,Georgia Tech,45,2019
15,2019-11-30,Georgia So,Georgia St,28,2019
15,2019-11-30,Hawai'i,Army,21,2019
15,2019-11-30,Indiana,Purdue,3,2019
15,2019-11-30,Kansas St,Iowa St,10,2019
15,2019-11-30,Kentucky,Louisville,32,2019
15,2019-11-30,Liberty,New Mexico St,21,2019
15,2019-11-30,Louisiana,UL Monroe,1,2019
15,2019-11-30,LSU,Texas A&M,43,2019
15,2019-11-30,Louisiana Tech,UTSA,14,2019
15,2019-11-30,Marshall,Florida Intl,3,2019
15,2019-11-30,Michigan St,Maryland,3,2019
15,2019-11-30,Navy,Houston,15,2019
15,2019-11-30,UNLV,Nevada,3,2019
15,2019-11-30,North Carolina,NC State,31,2019
15,2019-11-30,Northwestern,Illinois,19,2019
15,2019-11-30,Notre Dame,Stanford,21,2019
15,2019-11-30,Ohio St,Michigan,29,2019
15,2019-11-30,Oklahoma,Oklahoma St,18,2019
15,2019-11-30,Oregon,Oregon St,14,2019
15,2019-11-30,Penn St,Rutgers,21,2019
15,2019-11-30,Rice,UTEP,14,2019
15,2019-11-30,San Diego St,BYU,10,2019
15,2019-11-30,San Jose St,Fresno St,1,2019
15,2019-11-30,SMU,Tulane,17,2019
15,2019-11-30,Syracuse,Wake Forest,9,2019
15,2019-11-30,Temple,UConn,32,2019
15,2019-11-30,Tennessee,Vanderbilt,18,2019
15,2019-11-30,Tulsa,E Carolina,25,2019
15,2019-11-30,Utah,Colorado,30,2019
15,2019-11-30,Utah St,New Mexico,13,2019
15,2019-11-30,W Kentucky,Middle Tenn,5,2019
15,2019-11-30,Wisconsin,Minnesota,21,2019
16,2019-12-06,Oregon,Utah,22,2019
16,2019-12-07,App State,Louisiana,7,2019
16,2019-12-07,Boise St,Hawai'i,21,2019
16,2019-12-07,Clemson,Virginia,45,2019
16,2019-12-07,Florida Atlantic,UAB,43,2019
16,2019-12-07,LSU,Georgia,27,2019
16,2019-12-07,Memphis,Cincinnati,5,2019
16,2019-12-07,Miami OH,C Michigan,5,2019
16,2019-12-07,Ohio St,Wisconsin,13,2019
16,2019-12-07,Oklahoma,Baylor,7,2019
17,2019-12-14,Navy,Army,24,2019
18,2019-12-20,Buffalo,Charlotte,22,2019
18,2019-12-20,Kent St,Utah St,10,2019
18,2019-12-21,App State,UAB,14,2019
18,2019-12-21,Arkansas St,Florida Intl,8,2019
18,2019-12-21,Florida Atlantic,SMU,24,2019
18,2019-12-21,Liberty,Georgia So,7,2019
18,2019-12-21,San Diego St,C Michigan,37,2019
18,2019-12-21,Washington,Boise St,31,2019
18,2019-12-23,UCF,Marshall,23,2019
19,2019-12-24,Hawai'i,BYU,4,2019
19,2019-12-26,Louisiana Tech,Miami,14,2019
19,2019-12-26,Pittsburgh,E Michigan,4,2019
19,2019-12-27,Air Force,Washington St,10,2019
19,2019-12-27,Iowa,USC,25,2019
19,2019-12-27,Michigan St,Wake Forest,6,2019
19,2019-12-27,North Carolina,Temple,42,2019
19,2019-12-27,Texas A&M,Oklahoma St,3,2019
19,2019-12-28,Clemson,Ohio St,6,2019
19,2019-12-28,LSU,Oklahoma,35,2019
19,2019-12-28,Notre Dame,Iowa St,24,2019
19,2019-12-28,Penn St,Memphis,14,2019
20,2019-12-30,California,Illinois,15,2019
20,2019-12-30,Florida,Virginia,8,2019
20,2019-12-30,Louisville,Mississippi St,10,2019
20,2019-12-30,W Kentucky,W Michigan,3,2019
21,2019-12-31,Arizona St,Florida St,6,2019
21,2019-12-31,Kentucky,Virginia Tech,7,2019
21,2019-12-31,Navy,Kansas St,3,2019
21,2019-12-31,Texas,Utah,28,2019
21,2019-12-31,Wyoming,Georgia St,21,2019
21,2020-01-01,Alabama,Michigan,19,2019
21,2020-01-01,Georgia,Baylor,12,2019
21,2020-01-01,Minnesota,Auburn,7,2019
21,2020-01-01,Oregon,Wisconsin,1,2019
21,2020-01-02,Cincinnati,Boston College,32,2019
21,2020-01-02,Tennessee,Indiana,1,2019
21,2020-01-03,Ohio,Nevada,9,2019
21,2020-01-04,Tulane,Southern Miss,17,2019
21,2020-01-06,Louisiana,Miami OH,10,2019
22,2020-01-13,LSU,Clemson,17,2019
1,2020-09-03,UAB,Central Arkansas,10,2020
1,2020-09-03,S Alabama,Southern Miss,11,2020
1,2020-09-05,Army,Middle Tenn,42,2020
1,2020-09-05,Marshall,Eastern Kentucky,59,2020
1,2020-09-05,Memphis,Arkansas St,13,2020
1,2020-09-05,N Texas,Houston Baptist,26,2020
1,2020-09-05,SMU,Texas St,7,2020
1,2020-09-05,UTEP,Stephen F. Austin,10,2020
1,2020-09-07,BYU,Navy,52,2020
2,2020-09-10,Miami,UAB,17,2020
2,2020-09-12,App State,Charlotte,15,2020
2,2020-09-12,Arkansas St,Kansas St,4,2020
2,2020-09-12,Army,UL Monroe,30,2020
2,2020-09-12,Clemson,Wake Forest,24,2020
2,2020-09-12,Coastal Car,Kansas,15,2020
2,2020-09-12,Georgia So,Campbell,1,2020
2,2020-09-12,Georgia Tech,Florida St,3,2020
2,2020-09-12,Louisiana,Iowa St,17,2020
2,2020-09-12,Louisville,W Kentucky,14,2020
2,2020-09-12,North Carolina,Syracuse,25,2020
2,2020-09-12,Notre Dame,Duke,14,2020
2,2020-09-12,Oklahoma,Missouri St,48,2020
2,2020-09-12,Pittsburgh,Austin Peay,55,2020
2,2020-09-12,S Florida,Citadel,21,2020
2,2020-09-12,Texas,UTEP,56,2020
2,2020-09-12,Texas Tech,Houston Baptist,2,2020
2,2020-09-12,UTSA,Texas St,3,2020
2,2020-09-12,Tulane,S Alabama,3,2020
2,2020-09-12,West Virginia,Eastern Kentucky,46,2020
3,2020-09-18,Coastal Car,Campbell,22,2020
3,2020-09-19,Boston College,Duke,20,2020
3,2020-09-19,UCF,Georgia Tech,28,2020
3,2020-09-19,Cincinnati,Austin Peay,35,2020
3,2020-09-19,Clemson,Citadel,49,2020
3,2020-09-19,Liberty,W Kentucky,6,2020
3,2020-09-19,Louisiana,Georgia St,3,2020
3,2020-09-19,Louisiana Tech,Southern Miss,1,2020
3,2020-09-19,Marshall,App State,10,2020
3,2020-09-19,Miami,Louisville,13,2020
3,2020-09-19,Navy,Tulane,3,2020
3,2020-09-19,NC State,Wake Forest,3,2020
3,2020-09-19,Notre Dame,S Florida,52,2020
3,2020-09-19,Oklahoma St,Tulsa,9,2020
3,2020-09-19,Pittsburgh,Syracuse,11,2020
3,2020-09-19,SMU,N Texas,30,2020
3,2020-09-19,Texas St,UL Monroe,21,2020
3,2020-09-19,UTEP,Abilene Christian,4,2020
3,2020-09-19,UTSA,Stephen F. Austin,14,2020
3,2020-09-19,Troy,Middle Tenn,33,2020
4,2020-09-24,UAB,S Alabama,32,2020
4,2020-09-25,UTSA,Middle Tenn,2,2020
4,2020-09-26,Alabama,Missouri,19,2020
4,2020-09-26,App State,Campbell,31,2020
4,2020-09-26,Auburn,Kentucky,16,2020
4,2020-09-26,Baylor,Kansas,33,2020
4,2020-09-26,Boston College,Texas St,3,2020
4,2020-09-26,BYU,Troy,41,2020
4,2020-09-26,UCF,E Carolina,23,2020
4,2020-09-26,Cincinnati,Army,14,2020
4,2020-09-26,Florida,Mississippi,16,2020
4,2020-09-26,Georgia,Arkansas,27,2020
4,2020-09-26,Iowa St,TCU,3,2020
4,2020-09-26,Kansas St,Oklahoma,3,2020
4,2020-09-26,Liberty,Florida Intl,2,2020
4,2020-09-26,Louisiana,Georgia So,2,2020
4,2020-09-26,Louisiana Tech,Houston Baptist,28,2020
4,2020-09-26,Miami,Florida St,42,2020
4,2020-09-26,Mississippi St,LSU,10,2020
4,2020-09-26,Oklahoma St,West Virginia,14,2020
4,2020-09-26,Pittsburgh,Louisville,3,2020
4,2020-09-26,SMU,Stephen F. Austin,43,2020
4,2020-09-26,Syracuse,Georgia Tech,17,2020
4,2020-09-26,Tennessee,South Carolina,4,2020
4,2020-09-26,Texas,Texas Tech,7,2020
4,2020-09-26,Texas A&M,Vanderbilt,5,2020
4,2020-09-26,UTEP,UL Monroe,25,2020
4,2020-09-26,Tulane,Southern Miss,42,2020
4,2020-09-26,Virginia,Duke,18,2020
4,2020-09-26,Virginia Tech,NC State,21,2020
5,2020-10-02,BYU,Louisiana Tech,31,2020
5,2020-10-02,Wake Forest,Campbell,52,2020
5,2020-10-03,Air Force,Navy,33,2020
5,2020-10-03,Alabama,Texas A&M,28,2020
5,2020-10-03,UAB,UTSA,8,2020
5,2020-10-03,Arkansas,Mississippi St,7,2020
5,2020-10-03,Army,Abilene Christian,32,2020
5,2020-10-03,Cincinnati,S Florida,21,2020
5,2020-10-03,Clemson,Virginia,18,2020
5,2020-10-03,Coastal Car,Arkansas St,29,2020
5,2020-10-03,Florida,South Carolina,14,2020
5,2020-10-03,Florida Atlantic,Charlotte,4,2020
5,2020-10-03,Florida St,Jacksonville St,17,2020
5,2020-10-03,Georgia,Auburn,21,2020
5,2020-10-03,Georgia So,UL Monroe,5,2020
5,2020-10-03,Georgia St,E Carolina,20,2020
5,2020-10-03,Iowa St,Oklahoma,7,2020
5,2020-10-03,Kansas St,Texas Tech,10,2020
5,2020-10-03,Liberty,North Alabama,21,2020
5,2020-10-03,LSU,Vanderbilt,34,2020
5,2020-10-03,Mississippi,Kentucky,1,2020
5,2020-10-03,North Carolina,Boston College,4,2020
5,2020-10-03,NC State,Pittsburgh,1,2020
5,2020-10-03,Oklahoma St,Kansas,40,2020
5,2020-10-03,SMU,Memphis,3,2020
5,2020-10-03,Southern Miss,N Texas,10,2020
5,2020-10-03,Tennessee,Missouri,23,2020
5,2020-10-03,TCU,Texas,2,2020
5,2020-10-03,Tulsa,UCF,8,2020
5,2020-10-03,Virginia Tech,Duke,7,2020
5,2020-10-03,West Virginia,Baylor,6,2020
5,2020-10-03,W Kentucky,Middle Tenn,3,2020
6,2020-10-08,Houston,Tulane,18,2020
6,2020-10-09,Georgia Tech,Louisville,19,2020
6,2020-10-10,Alabama,Mississippi,15,2020
6,2020-10-10,Arkansas St,Central Arkansas,23,2020
6,2020-10-10,Army,Citadel,5,2020
6,2020-10-10,Auburn,Arkansas,2,2020
6,2020-10-10,Boston College,Pittsburgh,1,2020
6,2020-10-10,BYU,UTSA,7,2020
6,2020-10-10,Charlotte,N Texas,28,2020
6,2020-10-10,Clemson,Miami,25,2020
6,2020-10-10,Duke,Syracuse,14,2020
6,2020-10-10,E Carolina,S Florida,20,2020
6,2020-10-10,Georgia,Tennessee,23,2020
6,2020-10-10,Iowa St,Texas Tech,16,2020
6,2020-10-10,Kansas St,TCU,7,2020
6,2020-10-10,Kentucky,Mississippi St,22,2020
6,2020-10-10,Liberty,UL Monroe,33,2020
6,2020-10-10,Louisiana Tech,UTEP,4,2020
6,2020-10-10,Marshall,W Kentucky,24,2020
6,2020-10-10,Middle Tenn,Florida Intl,3,2020
6,2020-10-10,Missouri,LSU,4,2020
6,2020-10-10,Navy,Temple,2,2020
6,2020-10-10,North Carolina,Virginia Tech,11,2020
6,2020-10-10,NC State,Virginia,17,2020
6,2020-10-10,Notre Dame,Florida St,16,2020
6,2020-10-10,Oklahoma,Texas,8,2020
6,2020-10-10,South Carolina,Vanderbilt,34,2020
6,2020-10-10,Texas A&M,Florida,3,2020
6,2020-10-10,Troy,Texas St,20,2020
7,2020-10-14,Coastal Car,Louisiana,3,2020
7,2020-10-15,Arkansas St,Georgia St,7,2020
7,2020-10-16,BYU,Houston,17,2020
7,2020-10-16,SMU,Tulane,3,2020
7,2020-10-17,Alabama,Georgia,17,2020
7,2020-10-17,UAB,W Kentucky,23,2020
7,2020-10-17,Arkansas,Mississippi,12,2020
7,2020-10-17,Army,UTSA,12,2020
7,2020-10-17,Clemson,Georgia Tech,66,2020
7,2020-10-17,Florida St,North Carolina,3,2020
7,2020-10-17,Georgia So,UMass,41,2020
7,2020-10-17,Kentucky,Tennessee,27,2020
7,2020-10-17,Liberty,Syracuse,17,2020
7,2020-10-17,Marshall,Louisiana Tech,18,2020
7,2020-10-17,Memphis,UCF,1,2020
7,2020-10-17,Miami,Pittsburgh,12,2020
7,2020-10-17,Navy,E Carolina,4,2020
7,2020-10-17,NC State,Duke,11,2020
7,2020-10-17,N Texas,Middle Tenn,17,2020
7,2020-10-17,Notre Dame,Louisville,5,2020
7,2020-10-17,S Alabama,Texas St,10,2020
7,2020-10-17,South Carolina,Auburn,8,2020
7,2020-10-17,Temple,S Florida,2,2020
7,2020-10-17,Texas A&M,Mississippi St,14,2020
7,2020-10-17,Troy,Eastern Kentucky,2,2020
7,2020-10-17,Virginia Tech,Boston College,26,2020
7,2020-10-17,Wake Forest,Virginia,17,2020
7,2020-10-17,West Virginia,Kansas,21,2020
8,2020-10-22,App State,Arkansas St,28,2020
8,2020-10-23,Jacksonville St,Florida Intl,9,2020
8,2020-10-23,Louisiana,UAB,4,2020
8,2020-10-23,Tulsa,S Florida,29,2020
8,2020-10-23,Wisconsin,Illinois,38,2020
8,2020-10-24,Alabama,Tennessee,31,2020
8,2020-10-24,Army,Mercer,46,2020
8,2020-10-24,Auburn,Mississippi,7,2020
8,2020-10-24,Boise St,Utah St,29,2020
8,2020-10-24,Boston College,Georgia Tech,21,2020
8,2020-10-24,BYU,Texas St,38,2020
8,2020-10-24,UCF,Tulane,17,2020
8,2020-10-24,Charlotte,UTEP,10,2020
8,2020-10-24,Cincinnati,SMU,29,2020
8,2020-10-24,Clemson,Syracuse,26,2020
8,2020-10-24,Coastal Car,Georgia So,14,2020
8,2020-10-24,Georgia St,Troy,2,2020
8,2020-10-24,Hawai'i,Fresno St,15,2020
8,2020-10-24,Houston,Navy,16,2020
8,2020-10-24,Indiana,Penn St,1,2020
8,2020-10-24,Kansas St,Kansas,41,2020
8,2020-10-24,Liberty,Southern Miss,21,2020
8,2020-10-24,LSU,South Carolina,28,2020
8,2020-10-24,Louisville,Florida St,32,2020
8,2020-10-24,Marshall,Florida Atlantic,11,2020
8,2020-10-24,Memphis,Temple,12,2020
8,2020-10-24,Miami,Virginia,5,2020
8,2020-10-24,Michigan,Minnesota,25,2020
8,2020-10-24,Middle Tenn,Rice,6,2020
8,2020-10-24,Missouri,Kentucky,10,2020
8,2020-10-24,Nevada,Wyoming,3,2020
8,2020-10-24,North Carolina,NC State,27,2020
8,2020-10-24,Northwestern,Maryland,40,2020
8,2020-10-24,Notre Dame,Pittsburgh,42,2020
8,2020-10-24,Ohio St,Nebraska,35,2020
8,2020-10-24,Oklahoma,TCU,19,2020
8,2020-10-24,Oklahoma St,Iowa St,3,2020
8,2020-10-24,Purdue,Iowa,4,2020
8,2020-10-24,Rutgers,Michigan St,11,2020
8,2020-10-24,San Diego St,UNLV,28,2020
8,2020-10-24,San Jose St,Air Force,11,2020
8,2020-10-24,S Alabama,UL Monroe,24,2020
8,2020-10-24,Texas,Baylor,11,2020
8,2020-10-24,Texas Tech,West Virginia,7,2020
8,2020-10-24,UTSA,Louisiana Tech,1,2020
8,2020-10-24,Wake Forest,Virginia Tech,7,2020
8,2020-10-24,W Kentucky,Chattanooga,3,2020
9,2020-10-29,Fresno St,Colorado St,21,2020
9,2020-10-29,Georgia So,S Alabama,7,2020
9,2020-10-30,Maryland,Minnesota,1,2020
9,2020-10-30,Tulsa,E Carolina,4,2020
9,2020-10-30,Wyoming,Hawai'i,24,2020
9,2020-10-31,Alabama,Mississippi St,41,2020
9,2020-10-31,App State,UL Monroe,18,2020
9,2020-10-31,Auburn,LSU,37,2020
9,2020-10-31,Boise St,Air Force,19,2020
9,2020-10-31,BYU,W Kentucky,31,2020
9,2020-10-31,UCF,Houston,23,2020
9,2020-10-31,Cincinnati,Memphis,39,2020
9,2020-10-31,Clemson,Boston College,6,2020
9,2020-10-31,Coastal Car,Georgia St,51,2020
9,2020-10-31,Duke,Charlotte,34,2020
9,2020-10-31,Florida,Missouri,24,2020
9,2020-10-31,Florida Atlantic,UTSA,21,2020
9,2020-10-31,Georgia,Kentucky,11,2020
9,2020-10-31,Indiana,Rutgers,16,2020
9,2020-10-31,Iowa St,Kansas,30,2020
9,2020-10-31,Louisiana,Texas St,10,2020
9,2020-10-31,Louisiana Tech,UAB,3,2020
9,2020-10-31,Michigan St,Michigan,3,2020
9,2020-10-31,Mississippi,Vanderbilt,33,2020
9,2020-10-31,Nevada,UNLV,18,2020
9,2020-10-31,Northwestern,Iowa,1,2020
9,2020-10-31,Notre Dame,Georgia Tech,18,2020
9,2020-10-31,Ohio St,Penn St,13,2020
9,2020-10-31,Oklahoma,Texas Tech,34,2020
9,2020-10-31,Purdue,Illinois,7,2020
9,2020-10-31,Rice,Southern Miss,24,2020
9,2020-10-31,San Diego St,Utah St,31,2020
9,2020-10-31,San Jose St,New Mexico,17,2020
9,2020-10-31,SMU,Navy,14,2020
9,2020-10-31,Texas,Oklahoma St,7,2020
9,2020-10-31,Texas A&M,Arkansas,11,2020
9,2020-10-31,TCU,Baylor,10,2020
9,2020-10-31,Troy,Arkansas St,28,2020
9,2020-10-31,Tulane,Temple,35,2020
9,2020-10-31,Virginia,North Carolina,3,2020
9,2020-10-31,Virginia Tech,Louisville,7,2020
9,2020-10-31,Wake Forest,Syracuse,24,2020
9,2020-10-31,West Virginia,Kansas St,27,2020
10,2020-11-04,Buffalo,N Illinois,19,2020
10,2020-11-04,C Michigan,Ohio,3,2020
10,2020-11-04,Kent St,E Michigan,4,2020
10,2020-11-04,Miami OH,Ball St,7,2020
10,2020-11-04,Toledo,Bowling Green,35,2020
10,2020-11-04,W Michigan,Akron,45,2020
10,2020-11-05,Colorado St,Wyoming,10,2020
10,2020-11-05,Nevada,Utah St,25,2020
10,2020-11-06,BYU,Boise St,34,2020
10,2020-11-06,Miami,NC State,3,2020
10,2020-11-06,San Jose St,San Diego St,11,2020
10,2020-11-07,App State,Texas St,21,2020
10,2020-11-07,Arkansas,Tennessee,11,2020
10,2020-11-07,Boston College,Syracuse,3,2020
10,2020-11-07,Cincinnati,Houston,28,2020
10,2020-11-07,Coastal Car,S Alabama,17,2020
10,2020-11-07,Colorado,UCLA,6,2020
10,2020-11-07,Florida,Georgia,16,2020
10,2020-11-07,Florida Atlantic,W Kentucky,4,2020
10,2020-11-07,Fresno St,UNLV,13,2020
10,2020-11-07,Georgia So,Troy,7,2020
10,2020-11-07,Georgia St,UL Monroe,18,2020
10,2020-11-07,Hawai'i,New Mexico,6,2020
10,2020-11-07,Indiana,Michigan,17,2020
10,2020-11-07,Iowa,Michigan St,42,2020
10,2020-11-07,Iowa St,Baylor,7,2020
10,2020-11-07,Liberty,Virginia Tech,3,2020
10,2020-11-07,Louisiana,Arkansas St,7,2020
10,2020-11-07,Marshall,UMass,41,2020
10,2020-11-07,Maryland,Penn St,16,2020
10,2020-11-07,Memphis,S Florida,1,2020
10,2020-11-07,Minnesota,Illinois,27,2020
10,2020-11-07,Mississippi St,Vanderbilt,7,2020
10,2020-11-07,North Carolina,Duke,32,2020
10,2020-11-07,Northwestern,Nebraska,8,2020
10,2020-11-07,Notre Dame,Clemson,7,2020
10,2020-11-07,Ohio St,Rutgers,22,2020
10,2020-11-07,Oklahoma,Kansas,53,2020
