team,L3,Year
Florida,438.3,388.4
UCF,283.7,373.0
Arkansas St,432.3,361.6
Fresno St,419.0,356.3
Alabama,343.3,354.1
Clemson,317.7,353.9
Mississippi,383.7,344.8
SMU,289.7,334.2
BYU,303.3,327.4
Toledo,368.0,325.8
Nevada,260.7,325.1
Kent St,358.3,323.5
USC,315.3,319.3
Memphis,235.3,314.9
LSU,309.3,312.2
Mississippi St,318.7,311.1
Purdue,312.7,309.0
North Carolina,328.3,307.4
Oklahoma,255.3,303.6
San Jose St,313.0,301.3
Stanford,324.0,286.7
Troy,258.7,285.9
Boston College,346.3,284.2
W Michigan,257.0,283.8
Ball St,292.7,276.7
E Michigan,307.3,276.2
N Texas,250.0,275.3
West Virginia,246.0,275.0
Texas,253.7,274.0
Miami,266.0,269.1
Houston,215.0,268.1
Missouri,266.3,266.8
Wake Forest,301.0,264.4
Maryland,261.0,264.0
NC State,258.7,261.4
Indiana,245.3,258.0
Penn St,248.7,256.0
Pittsburgh,276.7,254.8
Washington St,264.0,254.8
Ohio St,204.3,253.5
Michigan,211.0,250.3
Oregon,208.0,249.5
Iowa St,293.7,249.1
Texas Tech,252.7,247.9
S Alabama,260.0,247.2
Virginia,252.3,244.8
Louisville,257.3,244.0
Hawai'i,245.3,243.4
Boise St,227.7,241.9
Cincinnati,320.3,241.4
Tulsa,225.7,241.1
N Illinois,244.0,240.5
Arkansas,240.3,240.2
Michigan St,224.0,238.9
Texas St,304.7,238.4
Miami OH,238.3,238.3
Notre Dame,261.0,237.5
Texas A&M,194.0,234.3
Georgia,279.7,232.8
Oklahoma St,279.7,232.5
S Florida,281.3,230.9
Middle Tenn,263.3,230.4
UL Monroe,224.7,229.0
E Carolina,200.7,228.9
Liberty,213.3,228.5
Georgia St,286.0,227.3
Washington,255.0,226.5
Southern Miss,182.7,225.6
UCLA,249.3,224.4
Charlotte,191.7,222.8
Duke,194.3,221.9
Baylor,232.7,219.9
Vanderbilt,220.3,219.9
Coastal Car,196.3,218.7
Utah,239.7,215.8
Rice,200.3,215.2
Louisiana,173.3,214.4
Arizona,173.3,213.0
Auburn,165.3,212.3
Oregon St,215.7,211.3
UTEP,189.7,211.2
Louisiana Tech,227.3,210.9
Marshall,213.0,208.8
Temple,137.7,208.0
Tennessee,252.3,204.7
Colorado,165.7,202.6
C Michigan,196.0,202.3
Virginia Tech,230.7,200.6
Buffalo,197.3,199.5
Colorado St,191.7,199.5
Minnesota,208.3,199.1
Georgia Tech,182.3,199.1
Rutgers,129.3,198.4
UAB,205.3,198.3
New Mexico,146.7,198.0
App State,193.0,197.7
Iowa,208.0,197.6
TCU,177.3,196.3
Arizona St,214.3,194.3
California,216.3,192.8
UTSA,188.0,192.2
Nebraska,206.3,190.1
Florida St,180.7,187.9
South Carolina,155.3,187.2
Wisconsin,172.7,187.2
Northwestern,176.0,186.3
UNLV,209.0,185.8
Kansas St,112.7,185.7
Tulane,175.7,177.5
Syracuse,161.3,173.3
W Kentucky,174.0,167.2
Kansas,160.0,154.3
Wyoming,84.7,153.3
Illinois,142.0,152.9
San Diego St,145.3,151.4
Ohio,146.0,146.0
Florida Atlantic,193.0,143.6
Bowling Green,159.7,142.4
Akron,113.3,139.7
Utah St,170.0,135.8
Florida Intl,132.3,133.3
Kentucky,127.7,124.1
UMass,133.7,120.3
Georgia So,96.3,106.1
Navy,41.3,97.4
Air Force,100.0,83.7
Army,17.7,36.3
