team,L3,Year
Florida St,9.3,11.1
Michigan St,11.0,12.3
Alabama,19.3,12.4
Louisville,18.0,12.9
Bowling Green,13.7,15.4
Wisconsin,13.7,16.2
N Texas,12.7,18.1
Utah St,10.3,18.3
Stanford,15.7,18.6
Virginia Tech,19.0,18.7
Iowa,17.3,19.2
UCF,16.7,19.6
Cincinnati,21.7,20.5
Florida,30.0,20.6
Houston,14.7,20.8
South Carolina,15.7,20.9
USC,27.0,21.3
Oklahoma,21.7,21.3
Oklahoma St,21.0,21.5
BYU,24.3,22.1
Florida Atlantic,7.7,22.3
Buffalo,27.3,22.3
Tulane,10.0,22.5
Baylor,32.3,22.8
Notre Dame,22.7,22.9
Rice,23.7,22.9
Ohio St,29.7,23.1
Missouri,30.0,23.2
LSU,25.0,23.3
Minnesota,14.7,23.3
Oregon,32.7,23.3
Clemson,24.0,23.4
Kansas St,27.3,23.6
E Carolina,33.7,24.0
UCLA,27.7,24.1
N Illinois,26.0,24.3
Ball St,28.7,24.5
Boise St,19.3,24.6
Marshall,26.3,25.1
Mississippi,20.7,25.3
W Kentucky,18.3,25.3
S Alabama,13.0,25.5
Texas,28.0,25.5
North Carolina,22.7,25.5
Washington,28.3,25.5
Wake Forest,36.7,25.6
Auburn,36.0,25.8
Nebraska,33.0,25.8
Mississippi St,15.7,25.9
TCU,30.3,26.0
Penn St,22.7,26.2
Maryland,24.7,26.2
Memphis,36.7,26.3
UTSA,10.0,26.3
S Florida,23.3,26.4
Georgia Tech,35.3,26.5
Michigan,28.3,26.5
Middle Tenn,12.7,26.6
Vanderbilt,12.3,26.6
Duke,30.3,26.8
Arizona,32.7,26.9
Louisiana Tech,35.3,27.4
Pittsburgh,30.3,27.5
Northwestern,30.3,27.6
Miami,35.0,27.7
Arizona St,30.7,28.0
Arkansas St,29.3,28.1
Akron,16.3,28.2
Kent St,11.7,28.5
Syracuse,35.7,28.5
Louisiana,27.3,28.7
Ohio,38.7,29.1
Boston College,27.0,29.1
Toledo,35.7,29.3
C Michigan,10.7,29.3
Fresno St,35.7,29.5
Texas St,39.3,29.5
Colorado St,22.7,29.6
Navy,31.3,29.7
Temple,29.3,29.8
Utah,36.7,29.9
UConn,16.0,30.0
Oregon St,45.0,30.5
NC State,40.3,31.0
Texas A&M,34.3,31.2
Georgia,31.3,31.5
San Diego St,32.3,31.6
Arkansas,29.7,31.6
Tennessee,27.7,31.6
UL Monroe,35.3,32.0
Rutgers,25.0,32.5
Kentucky,36.0,32.7
Texas Tech,51.0,32.8
Washington St,27.0,33.2
Army,37.3,33.3
Kansas,28.0,33.5
SMU,19.0,33.6
UNLV,22.7,33.7
UMass,34.0,33.8
Tulsa,33.7,33.9
West Virginia,43.3,34.8
Illinois,37.7,35.5
Miami OH,41.0,35.7
W Michigan,31.7,36.2
Virginia,35.3,36.3
Iowa St,30.7,36.7
Nevada,27.3,36.9
Georgia St,36.0,37.2
Florida Intl,34.0,37.3
San Jose St,49.3,38.3
Hawai'i,43.0,38.8
Troy,40.0,38.9
Indiana,43.0,39.2
UTEP,34.3,39.3
Wyoming,46.3,39.4
Purdue,40.3,40.2
Southern Miss,36.7,41.9
Air Force,48.0,42.5
Colorado,31.7,42.5
New Mexico,60.0,42.8
UAB,54.0,45.2
Idaho,47.0,45.6
New Mexico St,39.7,46.0
E Michigan,44.0,47.1
California,55.3,47.4
