team,L3,Year
Florida St,54.0,52.9
Baylor,29.3,51.8
Fresno St,48.3,45.7
Oregon,32.0,45.0
Ohio St,36.0,43.8
Marshall,43.7,42.0
Texas A&M,27.3,41.6
N Illinois,31.7,41.5
Arizona St,36.7,39.8
E Carolina,44.3,39.4
Ball St,42.0,39.1
Auburn,45.3,38.3
Oklahoma St,37.0,38.0
Alabama,28.7,37.8
Clemson,43.7,37.8
Georgia,46.0,37.5
Missouri,31.3,37.4
Washington,42.3,36.9
Boise St,41.3,36.5
UCLA,36.3,36.5
LSU,27.3,36.0
Colorado St,41.3,35.4
Indiana,24.3,35.3
Wisconsin,31.7,34.6
Kansas St,31.7,34.5
Bowling Green,43.0,34.3
Louisville,25.0,34.3
Michigan,29.7,33.8
Oregon St,26.3,33.5
Texas Tech,25.3,33.4
Stanford,42.7,33.2
San Jose St,43.3,33.2
UCF,27.0,33.2
Toledo,32.3,33.0
New Mexico,29.0,32.8
Navy,47.3,32.7
Arizona,26.7,32.5
Miami,38.7,32.2
Oklahoma,40.7,31.8
N Texas,32.0,31.5
Rice,31.7,31.4
Louisiana,23.7,31.4
Houston,21.3,31.4
Buffalo,30.7,31.3
Troy,33.0,31.2
Texas,21.3,31.2
Wyoming,24.3,30.9
South Carolina,28.0,30.8
UNLV,36.7,30.6
Duke,20.7,30.5
Cincinnati,33.3,30.4
Mississippi,23.7,30.4
Georgia Tech,28.7,30.3
S Alabama,34.7,30.2
Nebraska,22.7,30.2
Middle Tenn,46.0,29.6
Utah St,21.7,29.5
San Diego St,27.0,29.0
BYU,19.3,28.8
Boston College,32.7,28.8
Penn St,32.0,28.7
Illinois,29.7,28.5
USC,27.0,28.5
Vanderbilt,19.7,28.4
W Kentucky,31.0,28.4
Washington St,30.0,28.2
North Carolina,34.7,27.8
Michigan St,26.0,27.7
Hawai'i,42.0,27.4
Iowa,33.3,27.3
Ohio,21.3,27.1
Notre Dame,21.3,27.1
Arkansas St,34.7,26.7
West Virginia,34.3,26.5
Rutgers,21.7,26.5
Florida Atlantic,39.0,26.4
SMU,9.7,26.4
Minnesota,11.3,26.2
Nevada,26.0,26.1
Army,29.0,25.8
UTSA,20.3,25.6
Utah,27.3,25.5
Northwestern,20.7,25.4
Iowa St,32.0,25.3
Pittsburgh,25.0,25.2
Maryland,31.3,24.8
Temple,32.7,24.5
Tulane,21.7,24.3
Mississippi St,16.0,24.1
UAB,25.0,23.9
TCU,30.0,23.9
Texas St,18.7,23.5
Air Force,23.7,23.5
C Michigan,35.3,23.2
NC State,23.3,22.8
Colorado,29.0,22.4
Tennessee,20.0,21.9
UTEP,17.7,21.8
California,21.7,21.7
Virginia Tech,27.3,21.5
Kent St,25.0,21.1
Tulsa,22.7,21.1
UConn,33.7,20.8
Syracuse,17.7,20.0
UL Monroe,19.7,19.9
New Mexico St,22.7,19.7
Arkansas,22.7,19.7
Memphis,16.0,19.4
Akron,20.3,18.8
Florida,12.7,18.7
Louisiana Tech,12.7,18.5
Georgia St,23.7,18.2
Kentucky,12.3,18.0
E Michigan,17.3,17.5
Wake Forest,15.0,17.2
Virginia,15.3,17.1
Southern Miss,30.0,17.1
W Michigan,22.7,16.6
Idaho,17.0,16.4
Purdue,24.3,14.5
Kansas,13.7,13.9
S Florida,10.7,13.1
UMass,12.0,11.5
Miami OH,9.0,9.8
Florida Intl,8.7,9.5
