team,L3,Year
Louisville,30.7,45.3
W Kentucky,56.3,45.2
Washington,43.3,44.8
Oklahoma,46.3,44.7
Pittsburgh,58.3,43.6
Louisiana Tech,38.7,43.6
Ohio St,36.3,42.7
S Florida,44.0,42.5
Texas Tech,36.0,41.4
Alabama,45.0,41.3
W Michigan,40.7,41.3
Tulsa,43.3,41.2
Michigan,20.0,41.0
Washington St,32.3,40.2
Memphis,37.7,39.2
Clemson,44.3,38.6
Middle Tenn,50.0,38.4
Toledo,33.3,37.4
California,29.3,37.1
Navy,24.0,36.8
Penn St,40.7,36.7
Oklahoma St,32.0,36.6
New Mexico,36.7,35.8
Boise St,38.0,35.6
San Diego St,30.7,35.5
Houston,30.0,35.3
Wyoming,26.7,35.2
Virginia Tech,40.3,34.9
Tennessee,48.7,34.5
Colorado St,54.0,34.3
Air Force,39.0,34.1
Oregon,27.0,33.8
Florida St,40.3,33.7
Old Dominion,36.0,33.5
Baylor,25.7,33.1
USC,35.7,32.9
Texas A&M,30.0,32.5
Temple,34.0,32.4
Arizona St,26.3,32.4
Mississippi,22.0,32.1
West Virginia,33.7,32.1
Texas,16.7,31.9
Kansas St,35.3,31.9
Troy,30.7,31.8
Idaho,45.3,31.7
Miami,33.7,31.4
N Illinois,28.7,31.2
Notre Dame,34.0,30.9
Colorado,25.0,30.9
Southern Miss,30.0,30.9
Utah,33.0,30.7
Auburn,14.0,30.2
North Carolina,32.0,30.0
UTSA,21.0,29.4
Kentucky,33.7,29.4
Mississippi St,33.3,29.3
App State,36.7,29.2
TCU,14.3,29.2
BYU,34.3,28.9
Arkansas,30.7,28.9
UNLV,34.7,28.7
Wisconsin,37.0,28.7
Iowa St,38.7,28.4
UCF,21.3,28.0
Minnesota,21.0,27.8
LSU,34.0,27.7
Arkansas St,28.7,27.7
SMU,37.7,27.5
Hawai'i,37.3,27.3
Iowa,27.3,27.3
Northwestern,33.0,27.3
Georgia Tech,29.7,27.2
Missouri,30.3,27.1
E Michigan,23.3,27.0
Nebraska,20.7,26.8
Stanford,46.0,26.4
Indiana,22.3,25.9
Ball St,26.7,25.7
Akron,16.0,25.6
Ohio,18.3,25.5
Florida Atlantic,38.3,25.4
Oregon St,33.3,25.2
Syracuse,31.7,25.0
Nevada,33.0,25.0
UCLA,20.7,24.9
UTEP,35.7,24.9
New Mexico St,28.3,24.8
E Carolina,24.0,24.7
Bowling Green,35.7,24.6
C Michigan,19.3,24.4
Arizona,32.3,24.2
Georgia So,26.0,24.1
Florida Intl,26.7,24.0
Miami OH,31.0,24.0
NC State,25.3,23.8
Georgia,25.0,23.8
Michigan St,25.7,23.7
S Alabama,33.7,23.7
Florida,15.0,23.4
Charlotte,22.0,23.2
Marshall,20.7,23.2
Louisiana,25.0,23.1
Maryland,13.7,23.0
Army,13.0,22.9
Purdue,20.3,22.7
N Texas,20.0,22.7
Virginia,13.7,22.7
Vanderbilt,33.3,22.5
UMass,26.7,22.4
UL Monroe,19.0,22.0
Utah St,22.7,22.0
Rice,27.7,21.6
Duke,21.0,21.0
San Jose St,28.3,20.6
Tulane,18.7,20.3
Georgia St,21.7,18.9
Cincinnati,15.7,18.5
Kent St,16.3,18.4
Wake Forest,13.0,17.5
Kansas,22.3,17.1
South Carolina,15.0,17.0
Boston College,18.0,17.0
Illinois,8.0,16.7
Buffalo,14.3,16.5
Fresno St,9.0,16.5
Texas St,10.3,15.9
UConn,4.3,14.0
Rutgers,4.3,12.4
