team,L3,Year
Nevada,2.7,3.0
Boston College,3.3,2.8
UL Monroe,2.0,2.6
W Michigan,1.7,2.6
Washington St,2.0,2.5
Minnesota,3.7,2.5
Rutgers,2.0,2.4
Texas,2.0,2.4
Kansas,3.3,2.4
Wake Forest,2.7,2.4
Louisiana Tech,2.3,2.4
Kent St,2.3,2.3
Clemson,2.3,2.3
Syracuse,2.0,2.3
California,0.7,2.3
Arizona,3.7,2.3
Utah,0.7,2.3
Boise St,1.7,2.3
Oregon St,2.0,2.3
UCLA,2.0,2.3
Rice,3.3,2.3
Ohio St,2.3,2.3
Kansas St,2.3,2.2
New Mexico,2.3,2.2
Kentucky,2.0,2.2
Colorado,0.7,2.2
Pittsburgh,0.7,2.2
Georgia,3.3,2.2
Hawai'i,2.7,2.2
Florida Atlantic,2.3,2.2
Virginia Tech,2.0,2.2
Missouri,1.7,2.2
Purdue,4.0,2.2
UAB,2.3,2.2
E Carolina,2.0,2.2
Arkansas St,1.7,2.2
West Virginia,2.0,2.1
Georgia Tech,2.3,2.1
Florida,1.3,2.1
Idaho,1.7,2.1
UTEP,1.7,2.1
Michigan,1.7,2.1
BYU,1.7,2.1
Alabama,1.0,2.1
Middle Tenn,1.0,2.0
Ohio,2.3,2.0
Duke,2.3,2.0
Houston,2.3,2.0
Baylor,2.0,2.0
Northwestern,2.7,2.0
Vanderbilt,1.7,2.0
Oklahoma,1.3,2.0
C Michigan,2.0,2.0
Auburn,3.0,1.9
Indiana,2.0,1.9
Texas Tech,2.7,1.9
Arizona St,1.3,1.9
Air Force,1.0,1.9
S Florida,2.7,1.9
Oklahoma St,2.3,1.9
TCU,2.3,1.9
Miami OH,1.7,1.8
Louisville,2.0,1.8
Texas A&M,2.3,1.8
SMU,1.7,1.8
Marshall,2.3,1.8
Wisconsin,2.7,1.8
Southern Miss,2.7,1.8
San Jose St,1.7,1.8
Wyoming,1.3,1.8
Akron,2.0,1.8
Penn St,1.7,1.7
Memphis,2.0,1.7
Nebraska,1.0,1.7
N Illinois,1.7,1.7
Troy,1.0,1.7
Navy,2.0,1.7
Buffalo,1.3,1.7
Michigan St,2.0,1.7
Tennessee,1.0,1.7
Illinois,2.0,1.6
Mississippi St,1.0,1.6
Miami,0.7,1.6
USC,2.0,1.6
Iowa,1.7,1.6
Cincinnati,1.3,1.6
South Carolina,1.0,1.6
San Diego St,1.0,1.6
Utah St,2.0,1.6
Bowling Green,1.0,1.6
LSU,1.3,1.6
New Mexico St,1.0,1.6
Ball St,1.0,1.5
UConn,0.7,1.5
North Carolina,2.7,1.5
UNLV,1.3,1.5
Florida Intl,1.3,1.5
Oregon,1.3,1.5
Notre Dame,1.7,1.4
Temple,1.3,1.4
Virginia,1.0,1.4
Army,1.3,1.4
Louisiana,1.0,1.4
Iowa St,1.7,1.4
Toledo,1.0,1.4
Maryland,1.0,1.4
Florida St,1.0,1.3
Stanford,1.0,1.3
E Michigan,2.3,1.3
Mississippi,1.3,1.2
Arkansas,1.7,1.2
Tulane,0.7,1.2
N Texas,0.3,1.2
Washington,1.3,1.2
Colorado St,1.0,1.1
Fresno St,2.3,1.1
Tulsa,0.0,1.0
UCF,0.7,1.0
NC State,1.3,0.9
