team,L3,Year
Nevada,2.0,2.8
Boston College,3.3,2.8
UL Monroe,2.0,2.6
W Michigan,1.7,2.6
Washington St,2.0,2.5
Minnesota,3.7,2.5
Kansas,3.3,2.4
Georgia,3.7,2.3
Rutgers,2.0,2.3
Wake Forest,2.0,2.3
Texas,1.7,2.3
Kent St,2.3,2.3
Kentucky,2.0,2.3
Syracuse,2.0,2.3
Clemson,2.7,2.3
Boise St,1.7,2.3
Arizona,3.7,2.3
Ohio St,2.3,2.3
Florida,2.3,2.3
Louisiana Tech,2.0,2.3
Utah,0.7,2.3
Oregon St,2.0,2.2
Oklahoma,2.7,2.2
Pittsburgh,0.7,2.2
Florida Atlantic,2.3,2.2
Colorado,0.7,2.2
UAB,2.3,2.2
Missouri,1.7,2.2
San Jose St,3.3,2.2
Arkansas St,1.7,2.2
California,1.0,2.2
Rice,2.3,2.2
Idaho,1.7,2.1
Michigan,1.7,2.1
Virginia Tech,1.3,2.1
UTEP,1.7,2.1
UCLA,1.0,2.1
E Carolina,1.3,2.1
BYU,1.7,2.1
Alabama,1.0,2.1
C Michigan,2.3,2.1
Baylor,2.0,2.0
Hawai'i,1.7,2.0
Troy,2.7,2.0
Northwestern,2.7,2.0
Vanderbilt,1.7,2.0
Oklahoma St,1.3,2.0
Kansas St,2.0,2.0
New Mexico,2.0,2.0
Purdue,2.3,2.0
Duke,2.3,2.0
TCU,2.3,2.0
Arizona St,1.3,1.9
Auburn,3.0,1.9
S Florida,2.3,1.9
Georgia Tech,1.7,1.9
Ohio,2.3,1.9
West Virginia,0.7,1.9
Indiana,2.0,1.9
Houston,1.7,1.8
Louisville,2.3,1.8
Air Force,1.3,1.8
Miami OH,1.7,1.8
Middle Tenn,0.7,1.8
Texas Tech,2.0,1.8
SMU,1.7,1.8
Marshall,2.3,1.8
Wisconsin,2.7,1.8
New Mexico St,2.0,1.8
Navy,2.0,1.8
Texas A&M,2.0,1.8
Akron,2.0,1.8
Wyoming,1.3,1.8
Penn St,1.7,1.7
Memphis,2.0,1.7
Buffalo,1.3,1.7
Michigan St,2.0,1.7
Tennessee,1.0,1.7
Nebraska,0.3,1.7
Southern Miss,2.0,1.7
South Carolina,1.3,1.7
Illinois,2.0,1.6
Mississippi St,1.0,1.6
UConn,1.7,1.6
Cincinnati,1.3,1.6
Utah St,2.0,1.6
Bowling Green,1.0,1.6
LSU,1.3,1.6
Miami,1.0,1.6
USC,1.7,1.6
Iowa,1.3,1.6
N Illinois,1.3,1.6
San Diego St,0.7,1.5
Ball St,1.0,1.5
Oregon,1.0,1.5
Florida St,2.0,1.5
North Carolina,2.7,1.5
UNLV,1.3,1.5
Temple,1.3,1.4
Florida Intl,1.0,1.4
Maryland,1.0,1.4
Virginia,1.0,1.4
Notre Dame,1.7,1.4
Iowa St,1.7,1.4
Army,1.3,1.4
Louisiana,1.0,1.4
Toledo,1.0,1.4
E Michigan,2.3,1.3
Arkansas,2.0,1.3
Stanford,1.3,1.3
Mississippi,1.3,1.2
Tulane,0.7,1.2
N Texas,0.3,1.2
Washington,1.3,1.2
Fresno St,1.7,1.2
Colorado St,1.0,1.1
Tulsa,0.7,1.1
UCF,0.7,1.0
NC State,1.3,0.9
