team,L3,Year
Ohio St,66.0,74.5
Tennessee,86.7,82.5
Kansas,137.7,83.6
LSU,60.0,87.4
Virginia Tech,65.7,90.6
Oklahoma,149.7,91.2
Alabama,70.3,93.5
Boston College,97.0,95.2
Colorado,136.3,95.3
Florida,75.7,97.7
Georgia Tech,86.3,98.0
Penn St,90.7,99.1
Auburn,96.7,99.3
Iowa St,71.3,100.8
West Virginia,111.0,101.4
Boise St,114.3,101.8
Miami,121.3,103.7
Oregon St,75.7,106.2
Louisville,75.3,107.4
New Mexico,39.7,107.6
NC State,76.7,110.2
Florida St,66.3,113.2
C Michigan,68.7,113.7
TCU,63.0,114.6
USC,135.3,117.3
Notre Dame,123.7,119.4
Memphis,92.3,123.3
Iowa,87.7,123.6
Georgia,115.0,124.0
Texas,159.3,124.4
California,115.7,126.8
Arkansas,74.7,128.0
Kansas St,164.0,128.9
Rutgers,126.7,129.9
Clemson,116.0,131.0
Nevada,89.0,131.0
Louisiana Tech,142.3,133.2
Wake Forest,143.7,133.5
Middle Tenn,117.0,135.6
Michigan,90.0,136.1
Nebraska,171.3,136.7
Toledo,162.7,138.0
North Carolina,169.3,138.2
Miami OH,119.7,139.5
SMU,126.7,142.6
Purdue,138.7,143.1
Washington,146.0,143.4
Akron,123.3,143.9
Texas A&M,193.0,144.3
Oregon,168.0,144.4
Mississippi St,153.3,145.6
BYU,139.7,146.2
Utah St,142.3,146.4
Virginia,206.7,146.9
W Michigan,172.3,150.5
Troy,122.0,150.7
San Jose St,112.0,150.9
UAB,152.7,151.6
Missouri,145.7,152.2
Utah,136.7,152.3
N Illinois,118.7,152.7
UConn,119.7,152.8
Fresno St,230.0,154.5
S Florida,184.7,155.4
UNLV,215.0,155.5
Navy,146.3,155.8
Minnesota,164.3,160.4
Stanford,173.0,160.6
Tulsa,109.0,161.4
Mississippi,190.0,162.6
UCF,207.7,163.1
Marshall,215.7,163.2
Michigan St,245.3,164.6
Maryland,127.7,165.7
UTEP,185.7,165.9
Washington St,123.7,167.8
Texas Tech,229.0,168.2
Ohio,215.0,169.4
Wyoming,220.0,169.8
South Carolina,181.0,171.6
Baylor,245.0,172.2
Florida Intl,165.7,172.4
Wisconsin,164.0,173.3
Air Force,248.0,173.5
Southern Miss,176.3,173.7
Bowling Green,81.7,174.8
Louisiana,131.0,175.6
Vanderbilt,217.3,178.0
Houston,145.7,179.3
Arizona St,179.0,181.7
Army,295.0,184.0
San Diego St,166.7,185.3
Idaho,224.3,186.1
Syracuse,230.7,187.4
Arizona,180.3,188.0
Hawai'i,181.0,188.3
Buffalo,93.7,189.6
Cincinnati,274.7,190.2
Arkansas St,181.3,192.6
Pittsburgh,271.3,192.8
Indiana,287.3,195.9
UL Monroe,198.0,197.5
E Michigan,131.3,197.8
Kentucky,146.0,200.2
Colorado St,209.0,200.6
Temple,254.7,201.6
Ball St,120.3,202.1
Tulane,224.3,208.8
Northwestern,244.0,209.7
Rice,192.0,212.0
New Mexico St,253.0,215.9
E Carolina,189.0,217.6
Florida Atlantic,179.7,218.1
Kent St,145.7,220.8
Duke,272.0,221.0
Oklahoma St,143.3,222.0
N Texas,215.0,222.7
Illinois,249.3,233.6
UCLA,308.7,238.6
