team,L3,Year
Texas Tech,324.3,388.2
Hawai'i,397.7,384.3
Arizona St,334.7,364.9
Notre Dame,334.0,334.3
USC,231.7,316.0
BYU,255.7,311.4
UTEP,345.7,310.9
Oregon,263.3,307.2
Louisville,298.3,300.6
UAB,234.0,298.2
Northwestern,243.7,296.8
Michigan St,264.3,295.5
Miami OH,283.0,291.7
Utah,335.0,286.6
Oregon St,188.0,285.9
Houston,270.0,284.8
Bowling Green,203.7,283.9
UCLA,299.7,281.9
Vanderbilt,357.0,280.4
Washington St,283.0,273.8
Colorado St,184.3,273.2
Fresno St,360.0,270.1
Florida St,211.3,267.5
New Mexico St,343.0,265.3
Akron,252.3,262.8
C Michigan,389.7,260.1
Idaho,278.3,257.3
E Carolina,244.7,256.0
Nevada,202.0,249.5
Maryland,279.7,249.1
Iowa,292.3,248.2
Wyoming,240.0,245.7
W Michigan,222.3,244.4
Kent St,134.7,244.1
Southern Miss,289.3,244.0
Purdue,183.7,241.7
Boston College,217.3,241.5
Tulsa,247.7,236.4
Texas,220.3,234.7
Stanford,269.7,234.5
N Illinois,148.7,234.4
Clemson,219.0,234.0
Nebraska,250.0,233.3
Colorado,184.0,232.4
San Diego St,270.3,231.6
Iowa St,234.0,230.8
UCF,192.7,228.7
LSU,184.3,228.1
Florida Intl,196.7,227.2
Toledo,233.3,226.8
Arizona,217.3,226.7
Miami,258.7,226.0
Auburn,199.3,225.2
Georgia,178.7,225.0
E Michigan,290.3,223.3
Washington,197.3,222.8
Tulane,221.7,222.7
Wisconsin,253.7,222.3
Florida,226.0,222.0
Louisiana Tech,238.3,219.1
Michigan,202.0,218.4
Minnesota,221.0,217.9
Missouri,185.7,217.5
UNLV,216.0,217.2
Rutgers,187.0,216.8
South Carolina,149.3,216.6
Ohio St,243.0,215.1
North Carolina,244.3,214.3
Cincinnati,216.3,211.2
Alabama,152.7,211.1
Indiana,189.7,210.9
Boise St,176.7,210.8
Virginia,213.7,210.8
Pittsburgh,207.3,210.2
Baylor,210.3,205.0
Penn St,185.3,204.7
Mississippi,214.0,203.9
UL Monroe,193.7,202.9
TCU,191.0,201.6
Kansas St,147.3,201.4
Utah St,208.7,200.0
Middle Tenn,230.0,198.5
Tennessee,187.0,198.0
New Mexico,173.0,196.5
Illinois,143.3,196.5
Texas A&M,135.7,196.3
Marshall,168.7,194.5
San Jose St,136.0,192.0
California,119.7,190.1
Georgia Tech,173.7,189.5
Virginia Tech,188.7,189.2
Ball St,210.0,189.0
NC State,148.3,186.9
Kansas,205.7,178.0
Florida Atlantic,179.7,177.8
Arkansas St,149.0,176.5
SMU,146.3,175.6
Oklahoma St,201.0,174.7
Oklahoma,207.3,172.9
Army,158.3,170.9
Air Force,222.7,170.7
Buffalo,169.7,170.5
Kentucky,144.0,169.0
Temple,175.0,165.5
Troy,199.7,162.3
Wake Forest,178.0,161.3
Syracuse,134.0,150.7
Arkansas,171.0,147.3
S Florida,181.3,146.3
UConn,164.0,142.0
N Texas,215.7,129.3
Mississippi St,86.3,129.1
Louisiana,98.7,123.4
Duke,214.7,121.5
Memphis,94.0,119.6
Ohio,91.7,118.5
Navy,78.7,114.0
West Virginia,79.7,110.6
Rice,146.0,103.3
